node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,4
18,17
19,18
20,19
21,20
22,21
23,22
24,23
25,24
26,25
27,26
28,27
29,4
30,28
31,29
32,30
33,4
34,27
35,31
36,22
37,32
38,33
39,34
40,29
41,35
42,28
43,36
44,4
45,37
46,38
47,39
48,4
49,40
50,41
51,42
52,43
53,44
54,45
55,46
56,47
57,48
58,28
59,49
60,50
61,51
62,52
63,53
64,3
65,54
66,55
67,56
68,57
69,58
70,59
71,60
72,61
73,62
74,29
75,63
76,64
77,3
78,65
79,66
80,67
81,68
82,69
83,70
84,71
85,72
86,73
87,74
88,75
89,76
90,77
91,78
92,79
93,80
94,81
95,82
96,81
97,83
98,84
99,85
100,86
101,22
102,87
103,88
104,89
105,3
106,90
107,91
108,92
109,4
110,93
111,94
112,95
113,29
114,96
115,57
116,97
117,98
118,99
119,100
120,101
121,102
122,3
123,103
124,104
125,4
126,105
127,106
128,107
129,108
130,109
131,27
132,110
133,111
134,112
135,113
136,114
137,115
138,29
139,116
140,117
141,118
142,28
143,119
144,120
145,121
146,122
147,123
148,28
149,124
150,28
151,125
152,126
153,29
154,28
155,127
156,128
157,129
158,130
159,131
160,132
161,133
162,134
163,81
164,57
165,57
166,135
167,136
168,22
169,137
170,138
171,139
172,81
173,22
174,140
175,141
176,142
177,143
178,3
179,28
180,144
181,27
182,29
183,145
184,146
185,29
186,147
187,148
188,29
189,149
190,150
191,57
192,28
193,57
194,151
195,152
196,57
197,153
198,154
199,4
200,155
201,4
202,29
203,156
204,157
205,4
206,158
207,159
208,4
209,4
210,160
211,4
212,29
213,4
214,29
215,4
216,4
217,4
218,4
219,4
220,29
221,4
222,4
223,4
224,4
225,4
226,4
227,4
228,27
229,27
230,4
231,4
232,4
233,4
234,4
235,4
236,4
237,4
238,4
239,4
240,4
241,4
242,4
243,4
244,4
245,4
246,4
247,4
248,4
249,4
250,4
