node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,9
13,6
14,2
15,10
16,6
17,2
18,12
19,9
20,10
21,13
22,6
23,14
24,15
25,7
26,5
27,9
28,2
29,13
30,16
31,15
32,5
33,12
34,13
35,2
36,7
37,9
38,14
39,5
40,16
41,17
42,16
43,5
44,1
45,15
46,11
47,18
48,1
49,14
50,3
51,1
52,6
53,7
54,17
55,4
56,3
57,11
58,16
59,9
60,7
61,19
62,18
63,16
64,10
65,20
66,19
67,2
68,5
69,15
70,5
71,20
72,6
73,21
74,21
75,20
76,5
77,22
78,10
79,23
80,7
81,6
82,6
83,11
84,7
85,12
86,2
87,11
88,14
89,15
90,6
91,3
92,22
93,21
94,18
95,12
96,11
97,18
98,11
99,9
100,3
101,7
102,18
103,10
104,15
105,23
106,23
107,17
108,4
109,23
110,3
111,22
112,3
113,2
114,11
115,12
116,9
117,18
118,16
119,10
120,9
121,4
122,20
123,12
124,2
125,20
126,2
127,13
128,12
129,9
130,14
131,2
132,20
133,6
134,11
135,5
136,1
137,10
138,16
139,21
140,10
141,11
142,21
143,12
144,5
145,15
146,2
147,4
148,6
149,19
150,11
151,15
152,7
153,9
154,21
155,21
156,9
157,2
158,22
159,13
160,2
161,5
162,12
163,4
164,22
165,22
166,9
167,20
168,6
169,10
170,22
171,9
172,17
173,15
174,21
175,11
176,21
177,2
178,19
179,12
180,15
181,2
182,16
183,9
184,3
185,1
186,1
187,21
188,3
189,2
190,3
191,3
192,18
193,17
194,10
195,2
196,9
197,2
198,20
199,4
200,20
201,4
202,16
203,12
204,7
205,22
206,19
207,20
208,11
209,23
210,9
211,2
212,3
213,1
214,18
215,23
216,1
217,1
218,4
219,4
220,16
221,23
222,12
223,10
224,2
225,1
226,23
227,15
228,4
229,23
230,10
231,22
232,3
233,20
234,16
235,6
236,1
237,1
238,23
239,4
240,4
241,9
242,23
243,4
244,4
245,9
246,18
247,15
248,23
249,4
250,23
