node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,2
17,4
18,16
19,17
20,18
21,19
22,20
23,21
24,11
25,22
26,23
27,24
28,2
29,4
30,25
31,26
32,27
33,28
34,2
35,29
36,30
37,31
38,2
39,32
40,33
41,34
42,35
43,36
44,37
45,38
46,30
47,39
48,40
49,41
50,42
51,43
52,44
53,45
54,46
55,6
56,47
57,48
58,49
59,50
60,51
61,52
62,53
63,18
64,54
65,55
66,18
67,2
68,56
69,57
70,58
71,59
72,60
73,38
74,61
75,62
76,63
77,64
78,65
79,66
80,55
81,30
82,30
83,55
84,67
85,6
86,2
87,68
88,18
89,18
90,38
91,55
92,69
93,60
94,70
95,11
96,71
97,72
98,73
99,74
100,18
101,18
102,6
103,60
104,75
105,76
106,11
107,77
108,78
109,79
110,55
111,80
112,55
113,81
114,82
115,83
116,84
117,85
118,86
119,2
120,38
121,87
122,88
123,11
124,30
125,89
126,55
127,18
128,11
129,90
130,60
131,2
132,91
133,30
134,92
135,93
136,94
137,60
138,95
139,96
140,60
141,55
142,97
143,98
144,99
145,100
146,11
147,101
148,102
149,103
150,104
151,105
152,106
153,107
154,108
155,38
156,109
157,2
158,11
159,11
160,6
161,6
162,110
163,111
164,112
165,113
166,114
167,115
168,30
169,116
170,11
171,38
172,117
173,118
174,119
175,120
176,38
177,38
178,121
179,122
180,123
181,2
182,124
183,125
184,126
185,127
186,128
187,60
188,129
189,60
190,38
191,130
192,131
193,132
194,133
195,134
196,135
197,2
198,38
199,4
200,136
201,4
202,137
203,11
204,138
205,4
206,11
207,139
208,140
209,141
210,142
211,143
212,144
213,145
214,146
215,142
216,147
217,148
218,4
219,4
220,149
221,142
222,4
223,150
224,142
225,151
226,152
227,4
228,4
229,142
230,153
231,142
232,154
233,155
234,4
235,142
236,156
237,157
238,142
239,4
240,4
241,4
242,142
243,4
244,4
245,142
246,142
247,142
248,142
249,4
250,142
