node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,2
17,16
18,17
19,18
20,19
21,20
22,21
23,22
24,11
25,23
26,24
27,25
28,2
29,26
30,27
31,28
32,29
33,30
34,2
35,31
36,32
37,33
38,2
39,34
40,35
41,36
42,27
43,37
44,38
45,39
46,40
47,41
48,19
49,27
50,42
51,43
52,44
53,45
54,46
55,47
56,48
57,25
58,27
59,25
60,36
61,49
62,50
63,19
64,36
65,51
66,52
67,2
68,53
69,54
70,55
71,56
72,57
73,58
74,59
75,60
76,61
77,62
78,57
79,22
80,63
81,64
82,40
83,65
84,56
85,66
86,2
87,67
88,19
89,19
90,68
91,69
92,70
93,71
94,22
95,11
96,72
97,27
98,73
99,56
100,19
101,19
102,74
103,57
104,22
105,75
106,11
107,76
108,77
109,78
110,79
111,80
112,81
113,82
114,83
115,84
116,25
117,36
118,27
119,2
120,85
121,86
122,87
123,11
124,40
125,56
126,88
127,19
128,11
129,89
130,90
131,2
132,91
133,40
134,92
135,93
136,94
137,57
138,95
139,96
140,57
141,97
142,27
143,98
144,22
145,22
146,11
147,27
148,99
149,100
150,27
151,22
152,36
153,101
154,102
155,103
156,25
157,2
158,11
159,11
160,104
161,105
162,36
163,106
164,107
165,108
166,56
167,56
168,40
169,22
170,11
171,109
172,110
173,111
174,112
175,113
176,114
177,115
178,116
179,27
180,22
181,2
182,117
183,118
184,22
185,119
186,120
187,57
188,22
189,57
190,121
191,122
192,123
193,124
194,56
195,125
196,126
197,2
198,127
199,128
200,56
201,129
202,130
203,11
204,56
205,131
206,11
207,56
208,132
209,133
210,134
211,135
212,136
213,137
214,138
215,139
216,140
217,141
218,142
219,143
220,144
221,145
222,146
223,147
224,148
225,149
226,150
227,151
228,152
229,153
230,154
231,155
232,156
233,157
234,30
235,158
236,159
237,160
238,161
239,162
240,163
241,30
242,164
243,30
244,30
245,165
246,166
247,167
248,168
249,30
250,169
