individual_id,Modularity
1,0.3952700509976
2,0.3952700509976
3,0.396977992927574
4,0.396977992927574
5,0.396977992927574
6,0.396977992927574
7,0.396977992927574
8,0.40124784775251
9,0.40124784775251
10,0.40124784775251
11,0.402101818717498
12,0.402101818717498
13,0.402101818717498
14,0.402101818717498
15,0.402101818717498
16,0.402101818717498
17,0.406371673542433
18,0.406371673542433
19,0.406371673542433
20,0.408079615472408
21,0.408079615472408
22,0.408079615472408
23,0.408079615472408
24,0.408079615472408
25,0.408079615472408
26,0.408079615472408
27,0.408933586437395
28,0.408933586437395
29,0.408933586437395
30,0.408933586437395
31,0.408933586437395
32,0.408933586437395
33,0.408933586437395
34,0.411315370529323
35,0.411315370529323
36,0.413023312459298
37,0.415585225354259
38,0.415585225354259
39,0.417293167284234
40,0.417293167284234
41,0.419001109214208
42,0.419855080179195
43,0.420709051144183
44,0.420709051144183
45,0.420709051144183
46,0.420709051144183
47,0.425157576239334
48,0.425157576239334
49,0.425157576239334
50,0.438821111679129
51,0.433698744422024
52,0.433698744422024
53,0.437114628281972
54,0.437114628281972
55,0.437114628281972
56,0.437114628281972
57,0.437114628281972
58,0.437114628281972
59,0.437114628281972
60,0.437114628281972
61,0.43796859924696
62,0.43796859924696
63,0.440530512141921
64,0.440530512141921
65,0.440530512141921
66,0.440530512141921
67,0.440530512141921
68,0.441384483106908
69,0.441384483106908
70,0.441384483106908
71,0.441384483106908
72,0.441384483106908
73,0.435406686351998
74,0.435406686351998
75,0.435406686351998
76,0.435406686351998
77,0.435406686351998
78,0.435406686351998
79,0.435406686351998
80,0.435406686351998
81,0.435406686351998
82,0.435406686351998
83,0.435406686351998
84,0.434552715387011
85,0.434552715387011
86,0.434552715387011
87,0.434552715387011
88,0.436260657316985
89,0.436260657316985
90,0.436260657316985
91,0.436260657316985
92,0.436260657316985
93,0.436260657316985
94,0.436260657316985
95,0.436260657316985
96,0.436260657316985
97,0.436260657316985
98,0.436260657316985
99,0.436260657316985
100,0.436260657316985
