individual_id,NMI
1,0.731186740478149
2,0.734991967805849
3,0.718665434928279
4,0.732781827583929
5,0.722908440364102
6,0.736995841230214
7,0.729409400002522
8,0.739407843805208
9,0.76773179496071
10,0.724958238565199
11,0.732721947596755
12,0.747930295072673
13,0.747930295072673
14,0.729403571913382
15,0.723395680670524
16,0.735801739622058
17,0.710977913496281
18,0.740566038298162
19,0.733376607231372
20,0.737787989128221
21,0.740849061642254
22,0.734368831509686
23,0.721828739470742
24,0.716408155777077
25,0.729638342224944
26,0.696923138415495
27,0.720296702767122
28,0.709515323134189
29,0.71241220149618
30,0.708653891950261
31,0.718857296826771
32,0.727083711331144
33,0.752702166638928
34,0.713393076894713
35,0.722274556601714
36,0.738082833335113
37,0.731643996160562
38,0.714910843311867
39,0.717464682287377
40,0.736017566683503
41,0.722291532432917
42,0.713957908221208
43,0.732752812486575
44,0.721224143951582
45,0.733021598189325
46,0.73050443560571
47,0.712680361693725
48,0.73663071513272
49,0.696773177545115
50,0.719287158957906
51,0.715152084997296
52,0.73474321281906
53,0.705780352002749
54,0.714700120649027
55,0.731162622188091
56,0.724966378588525
57,0.721301052092588
58,0.742052170716784
59,0.709899729547302
60,0.727923181039416
61,0.730544899776493
62,0.709659094204168
63,0.741544986697378
64,0.726270033996182
65,0.742420094552755
66,0.697555187111477
67,0.718010042510389
68,0.728242012165269
69,0.723733963150189
70,0.717479387885605
71,0.728649441854235
72,0.744502164573536
73,0.727013605368365
74,0.709295053098491
75,0.74498239530304
76,0.718442555639227
77,0.738696880674561
78,0.731862144664692
79,0.734971816126356
80,0.7021793885133
81,0.722654248851731
82,0.739648765182666
83,0.711660939701792
84,0.733775947729649
85,0.739259981782749
86,0.68846515897678
87,0.733748950403118
88,0.712076704223737
89,0.733430564342483
90,0.737146155705166
91,0.723058341451658
92,0.73281912668912
93,0.714369725048094
94,0.699296659046703
95,0.707327062787795
96,0.718758101290101
97,0.737831860427382
98,0.743108386375459
99,0.718428201736564
100,0.742382412623922
