node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,3
8,7
9,2
10,8
11,7
12,1
13,9
14,8
15,10
16,9
17,6
18,3
19,11
20,5
21,6
22,5
23,9
24,12
25,13
26,14
27,15
28,16
29,17
30,18
31,3
32,5
33,13
34,12
35,7
36,8
37,19
38,13
39,3
40,7
41,3
42,5
43,20
44,3
45,5
46,5
47,13
48,3
49,20
50,19
51,14
52,3
53,20
54,17
55,11
56,14
57,21
58,22
59,11
60,2
61,12
62,4
63,23
64,24
65,9
66,5
67,20
68,8
69,11
70,3
71,13
72,14
73,9
74,7
75,22
76,8
77,5
78,24
79,9
80,25
81,23
82,5
83,18
84,13
85,6
86,5
87,8
88,10
89,6
90,9
91,6
92,16
93,6
94,25
95,13
96,25
97,4
98,20
99,11
100,17
101,12
102,3
103,10
104,17
105,7
106,7
107,11
108,26
109,18
110,4
111,4
112,13
113,7
114,15
115,8
116,12
117,3
118,3
119,20
120,22
121,20
122,4
123,4
124,18
125,12
126,13
127,12
128,3
129,22
130,25
131,6
132,16
133,5
134,19
135,6
136,1
137,5
138,7
139,17
140,6
141,5
142,3
143,18
144,4
145,7
146,16
147,26
148,14
149,5
150,14
151,6
152,17
153,7
154,10
155,20
156,17
157,13
158,13
159,10
160,15
161,6
162,3
163,25
164,4
165,20
166,12
167,20
168,5
169,14
170,12
171,11
172,4
173,19
174,12
175,21
176,3
177,8
178,6
179,26
180,16
181,19
182,7
183,9
184,14
185,7
186,22
187,24
188,2
189,12
190,21
191,6
192,22
193,4
194,22
195,3
196,12
197,12
198,10
199,17
200,12
201,17
202,19
203,12
204,22
205,3
206,13
207,13
208,7
209,9
210,11
211,15
212,7
213,20
214,7
215,25
216,24
217,3
218,17
219,3
220,5
221,12
222,20
223,3
224,21
225,13
226,3
227,3
228,22
229,12
230,14
231,9
232,3
233,10
234,17
235,9
236,20
237,3
238,4
239,7
240,17
241,20
242,22
243,17
244,13
245,9
246,9
247,5
248,9
249,3
250,24
