individual_id,Modularity
1,0.331673145448656
2,0.378794715164978
3,0.391549817205794
4,0.393250497477903
5,0.393250497477903
6,0.393250497477903
7,0.393250497477903
8,0.393250497477903
9,0.393250497477903
10,0.393250497477903
11,0.393250497477903
12,0.391549817205794
13,0.391549817205794
14,0.388998796797631
15,0.388998796797631
16,0.388998796797631
17,0.388998796797631
18,0.388998796797631
19,0.386447776389467
20,0.386447776389467
21,0.386447776389467
22,0.386447776389467
23,0.386447776389467
24,0.386447776389467
25,0.381345735573141
26,0.384747096117358
27,0.384747096117358
28,0.384747096117358
29,0.384747096117358
30,0.384747096117358
31,0.384747096117358
32,0.395801517886066
33,0.395801517886066
34,0.395801517886066
35,0.395801517886066
36,0.395801517886066
37,0.395801517886066
38,0.395801517886066
39,0.395801517886066
40,0.394100837613957
41,0.394100837613957
42,0.394100837613957
43,0.394100837613957
44,0.392400157341848
45,0.392400157341848
46,0.392400157341848
47,0.391549817205794
48,0.374982646119672
49,0.374982646119672
50,0.374982646119672
51,0.374982646119672
52,0.374982646119672
53,0.374982646119672
54,0.376683326391781
55,0.376683326391781
56,0.380084686935999
57,0.380084686935999
58,0.380084686935999
59,0.380084686935999
60,0.386887408024434
61,0.390288768568652
62,0.390288768568652
63,0.391989448840761
64,0.391989448840761
65,0.391989448840761
66,0.391989448840761
67,0.391989448840761
68,0.387440562959878
69,0.387440562959878
70,0.388290903095932
71,0.388290903095932
72,0.388290903095932
73,0.389991583368041
74,0.390497015132584
75,0.390497015132584
76,0.393898375676801
77,0.393898375676801
78,0.393898375676801
79,0.39559905594891
80,0.39559905594891
81,0.39559905594891
82,0.398150076357074
83,0.398150076357074
84,0.398150076357074
85,0.398150076357074
86,0.398150076357074
87,0.401551436901291
88,0.4032521171734
89,0.4032521171734
90,0.4032521171734
91,0.4032521171734
92,0.4032521171734
93,0.40430491924661
94,0.40430491924661
95,0.40430491924661
96,0.40430491924661
97,0.40430491924661
98,0.40430491924661
99,0.40430491924661
100,0.40430491924661
