node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,9
11,10
12,9
13,11
14,12
15,1
16,3
17,4
18,8
19,4
20,5
21,6
22,5
23,5
24,10
25,7
26,13
27,14
28,2
29,4
30,15
31,16
32,17
33,4
34,2
35,5
36,5
37,17
38,2
39,13
40,18
41,7
42,15
43,13
44,16
45,5
46,5
47,8
48,16
49,12
50,7
51,6
52,15
53,3
54,3
55,6
56,13
57,9
58,15
59,9
60,7
61,13
62,12
63,5
64,3
65,19
66,5
67,2
68,12
69,3
70,3
71,20
72,5
73,21
74,18
75,5
76,3
77,3
78,1
79,19
80,8
81,5
82,5
83,8
84,20
85,6
86,2
87,17
88,5
89,6
90,21
91,1
92,2
93,1
94,22
95,10
96,22
97,8
98,17
99,9
100,4
101,5
102,6
103,1
104,14
105,3
106,15
107,3
108,7
109,16
110,8
111,12
112,2
113,18
114,14
115,12
116,2
117,7
118,15
119,7
120,14
121,3
122,3
123,10
124,5
125,10
126,8
127,5
128,10
129,9
130,14
131,6
132,3
133,5
134,17
135,6
136,6
137,1
138,18
139,3
140,1
141,3
142,20
143,17
144,13
145,5
146,17
147,15
148,15
149,6
150,15
151,6
152,7
153,18
154,15
155,11
156,9
157,2
158,10
159,1
160,6
161,6
162,7
163,22
164,12
165,12
166,20
167,14
168,5
169,13
170,10
171,9
172,22
173,5
174,20
175,17
176,11
177,21
178,3
179,15
180,5
181,2
182,18
183,7
184,14
185,18
186,15
187,1
188,18
189,2
190,8
191,12
192,15
193,12
194,15
195,1
196,12
197,2
198,11
199,4
200,8
201,4
202,14
203,10
204,15
205,4
206,10
207,15
208,18
209,19
210,9
211,19
212,18
213,16
214,18
215,19
216,16
217,16
218,4
219,4
220,15
221,20
222,16
223,4
224,19
225,16
226,16
227,16
228,2
229,2
230,19
231,19
232,16
233,12
234,4
235,19
236,16
237,16
238,19
239,4
240,4
241,4
242,15
243,4
244,10
245,19
246,19
247,19
248,19
249,4
250,19
