node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,8
19,18
20,19
21,20
22,21
23,22
24,23
25,24
26,25
27,26
28,27
29,28
30,29
31,29
32,30
33,31
34,32
35,33
36,19
37,34
38,35
39,36
40,29
41,37
42,38
43,39
44,29
45,40
46,19
47,8
48,29
49,41
50,42
51,43
52,44
53,45
54,46
55,47
56,48
57,49
58,50
59,51
60,52
61,53
62,44
63,54
64,55
65,56
66,19
67,57
68,44
69,58
70,59
71,60
72,19
73,61
74,29
75,19
76,62
77,63
78,1
79,64
80,8
81,65
82,66
83,8
84,67
85,68
86,69
87,34
88,70
89,71
90,61
91,72
92,73
93,1
94,74
95,75
96,76
97,8
98,34
99,77
100,78
101,79
102,80
103,1
104,81
105,82
106,29
107,83
108,84
109,29
110,8
111,44
112,85
113,29
114,86
115,44
116,87
117,88
118,29
119,89
120,90
121,91
122,92
123,93
124,94
125,95
126,8
127,19
128,96
129,97
130,98
131,99
132,100
133,101
134,34
135,102
136,103
137,1
138,29
139,104
140,105
141,106
142,107
143,34
144,108
145,109
146,34
147,110
148,29
149,111
150,29
151,112
152,113
153,29
154,114
155,115
156,116
157,27
158,75
159,1
160,117
161,118
162,119
163,120
164,44
165,44
166,121
167,122
168,123
169,124
170,75
171,125
172,126
173,127
174,128
175,34
176,129
177,61
178,130
179,29
180,131
181,132
182,29
183,133
184,134
185,29
186,135
187,1
188,29
189,27
190,8
191,44
192,29
193,44
194,29
195,1
196,44
197,27
198,136
199,137
200,8
201,138
202,139
203,75
204,29
205,140
206,75
207,29
208,29
209,141
210,142
211,143
212,29
213,29
214,29
215,144
216,29
217,29
218,145
219,146
220,29
221,147
222,29
223,29
224,148
225,29
226,29
227,29
228,27
229,27
230,149
231,150
232,29
233,44
234,151
235,152
236,29
237,29
238,153
239,154
240,155
241,156
242,29
243,157
244,75
245,158
246,159
247,160
248,161
249,162
250,163
