node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,1
7,3
8,6
9,2
10,7
11,6
12,1
13,8
14,9
15,10
16,8
17,1
18,3
19,11
20,5
21,1
22,5
23,5
24,12
25,12
26,11
27,7
28,13
29,4
30,14
31,3
32,5
33,12
34,12
35,6
36,7
37,15
38,12
39,3
40,6
41,3
42,5
43,3
44,3
45,5
46,5
47,12
48,3
49,16
50,15
51,11
52,3
53,16
54,4
55,17
56,11
57,18
58,3
59,17
60,2
61,12
62,19
63,5
64,20
65,5
66,5
67,3
68,9
69,17
70,3
71,12
72,11
73,8
74,6
75,3
76,7
77,5
78,20
79,8
80,21
81,5
82,5
83,14
84,12
85,1
86,5
87,9
88,10
89,1
90,8
91,1
92,13
93,1
94,21
95,12
96,21
97,19
98,2
99,17
100,4
101,12
102,3
103,10
104,4
105,6
106,6
107,17
108,3
109,14
110,19
111,19
112,12
113,6
114,7
115,9
116,12
117,3
118,3
119,3
120,3
121,16
122,19
123,19
124,14
125,12
126,12
127,12
128,3
129,3
130,21
131,1
132,13
133,5
134,15
135,1
136,1
137,5
138,6
139,4
140,1
141,5
142,12
143,14
144,19
145,6
146,13
147,3
148,11
149,5
150,11
151,1
152,4
153,6
154,10
155,16
156,4
157,12
158,12
159,10
160,7
161,1
162,3
163,21
164,19
165,16
166,12
167,3
168,5
169,11
170,12
171,17
172,4
173,15
174,12
175,18
176,16
177,9
178,1
179,3
180,13
181,15
182,6
183,18
184,11
185,6
186,3
187,20
188,2
189,12
190,18
191,1
192,3
193,19
194,3
195,10
196,12
197,12
198,10
199,4
200,12
201,4
202,15
203,12
204,3
205,3
206,12
207,12
208,6
209,8
210,17
211,7
212,6
213,3
214,6
215,21
216,20
217,3
218,4
219,3
220,14
221,12
222,3
223,3
224,18
225,12
226,3
227,3
228,3
229,12
230,11
231,8
232,3
233,10
234,4
235,8
236,3
237,3
238,19
239,6
240,4
241,16
242,3
243,4
244,12
245,8
246,8
247,5
248,8
249,3
250,20
