iter_num,Modularity
1,0.727908121836728
2,0.734929106628972
3,0.734929106628972
4,0.734929106628972
5,0.734929106628972
6,0.734929106628972
7,0.734929106628972
8,0.734929106628972
9,0.734929106628972
10,0.734929106628972
11,0.734929106628972
12,0.734929106628972
13,0.734929106628972
14,0.734929106628972
15,0.734929106628972
16,0.734929106628972
17,0.734929106628972
18,0.734929106628972
19,0.734929106628972
20,0.734929106628972
21,0.734929106628972
22,0.734929106628972
23,0.734929106628972
24,0.734929106628972
25,0.734929106628972
26,0.734929106628972
27,0.734929106628972
28,0.734929106628972
29,0.734929106628972
30,0.734929106628972
31,0.734929106628972
32,0.734929106628972
33,0.734929106628972
34,0.734929106628972
35,0.734929106628972
36,0.734929106628972
37,0.734929106628972
38,0.734929106628972
39,0.734929106628972
40,0.734929106628972
41,0.734929106628972
42,0.734929106628972
43,0.734929106628972
44,0.734929106628972
45,0.734929106628972
46,0.734929106628972
47,0.734929106628972
48,0.734929106628972
49,0.734929106628972
50,0.734929106628972
51,0.734929106628972
52,0.734929106628972
53,0.734929106628972
54,0.734929106628972
55,0.734929106628972
56,0.734929106628972
57,0.734929106628972
58,0.734929106628972
59,0.734929106628972
60,0.734929106628972
61,0.734929106628972
62,0.734929106628972
63,0.734929106628972
64,0.734929106628972
65,0.734929106628972
66,0.734929106628972
67,0.734929106628972
68,0.734929106628972
69,0.734929106628972
70,0.734929106628972
71,0.734929106628972
72,0.734929106628972
73,0.734929106628972
74,0.734929106628972
75,0.734929106628972
76,0.734929106628972
77,0.734929106628972
78,0.734929106628972
79,0.734929106628972
80,0.734929106628972
81,0.734929106628972
82,0.734929106628972
83,0.734929106628972
84,0.734929106628972
85,0.734929106628972
86,0.734929106628972
87,0.734929106628972
88,0.734929106628972
89,0.734929106628972
90,0.734929106628972
91,0.734929106628972
92,0.734929106628972
93,0.734929106628972
94,0.734929106628972
95,0.734929106628972
96,0.734929106628972
97,0.734929106628972
98,0.734929106628972
99,0.734929106628972
100,0.734929106628972
