node_id,community_id
1,1
2,2
3,3
4,2
5,4
6,5
7,6
8,7
9,8
10,8
11,9
12,8
13,10
14,11
15,1
16,12
17,2
18,13
19,4
20,14
21,15
22,14
23,14
24,9
25,6
26,4
27,8
28,12
29,2
30,16
31,17
32,4
33,12
34,12
35,14
36,14
37,18
38,12
39,4
40,17
41,6
42,16
43,4
44,19
45,14
46,14
47,16
48,19
49,16
50,6
51,20
52,11
53,5
54,3
55,20
56,4
57,8
58,16
59,8
60,6
61,4
62,21
63,14
64,6
65,13
66,14
67,12
68,11
69,5
70,5
71,21
72,14
73,10
74,17
75,14
76,3
77,3
78,1
79,22
80,13
81,14
82,14
83,13
84,21
85,20
86,12
87,18
88,14
89,20
90,10
91,13
92,11
93,1
94,15
95,9
96,7
97,16
98,18
99,8
100,13
101,14
102,20
103,1
104,15
105,3
106,9
107,3
108,6
109,19
110,13
111,11
112,13
113,17
114,7
115,11
116,8
117,6
118,16
119,6
120,10
121,5
122,3
123,9
124,14
125,21
126,13
127,14
128,9
129,8
130,17
131,12
132,3
133,14
134,18
135,4
136,20
137,1
138,17
139,3
140,1
141,5
142,16
143,11
144,4
145,22
146,9
147,16
148,5
149,20
150,16
151,15
152,6
153,17
154,16
155,10
156,8
157,12
158,9
159,1
160,20
161,20
162,6
163,7
164,11
165,11
166,21
167,21
168,14
169,15
170,9
171,8
172,7
173,5
174,4
175,2
176,10
177,10
178,5
179,16
180,15
181,12
182,17
183,5
184,15
185,17
186,21
187,1
188,15
189,1
190,10
191,11
192,16
193,11
194,21
195,5
196,11
197,12
198,10
199,2
200,21
201,2
202,17
203,9
204,21
205,2
206,9
207,21
208,19
209,22
210,8
211,22
212,17
213,19
214,17
215,22
216,19
217,19
218,2
219,2
220,17
221,22
222,19
223,19
224,22
225,19
226,19
227,19
228,2
229,22
230,22
231,22
232,19
233,19
234,2
235,22
236,19
237,19
238,22
239,2
240,2
241,2
242,22
243,2
244,2
245,22
246,22
247,22
248,22
249,2
250,22
