iter_num,NMI
1,0.780807168529071
2,0.812906425630076
3,0.820592137666273
4,0.827291485820932
5,0.832922812936491
6,0.840760096393807
7,0.856521814624385
8,0.866874500447972
9,0.866874500447972
10,0.868293058959557
11,0.870988446115839
12,0.871500508549171
13,0.876415390760062
14,0.877602346372134
15,0.87779834420163
16,0.877861318375074
17,0.877861318375074
18,0.877861318375074
19,0.877861318375074
20,0.877861318375074
21,0.877861318375074
22,0.877861318375074
23,0.877861318375074
24,0.877861318375074
25,0.877861318375074
26,0.877861318375074
27,0.877861318375074
28,0.878196927240726
29,0.878196927240726
30,0.878196927240726
31,0.878196927240726
32,0.878196927240726
33,0.878196927240726
34,0.878196927240726
35,0.878196927240726
36,0.878196927240726
37,0.878196927240726
38,0.878259965615739
39,0.878259965615739
40,0.878259965615739
41,0.878259965615739
42,0.878259965615739
43,0.878259965615739
44,0.878259965615739
45,0.878259965615739
46,0.878259965615739
47,0.878259965615739
48,0.878259965615739
49,0.878259965615739
50,0.878259965615739
51,0.878259965615739
52,0.878259965615739
53,0.878259965615739
54,0.878259965615739
55,0.878259965615739
56,0.878259965615739
57,0.878259965615739
58,0.878259965615739
59,0.878259965615739
60,0.878259965615739
61,0.878259965615739
62,0.878259965615739
63,0.878259965615739
64,0.878259965615739
65,0.878259965615739
66,0.878259965615739
67,0.878259965615739
68,0.878259965615739
69,0.878259965615739
70,0.878259965615739
71,0.878259965615739
72,0.878259965615739
73,0.878259965615739
74,0.878259965615739
75,0.878259965615739
76,0.878259965615739
77,0.878259965615739
78,0.878259965615739
79,0.878259965615739
80,0.878259965615739
81,0.878259965615739
82,0.878259965615739
83,0.878259965615739
84,0.878259965615739
85,0.878259965615739
86,0.878259965615739
87,0.878259965615739
88,0.878259965615739
89,0.878259965615739
90,0.878259965615739
91,0.878259965615739
92,0.878259965615739
93,0.878259965615739
94,0.878259965615739
95,0.878259965615739
96,0.878259965615739
97,0.878259965615739
98,0.878259965615739
99,0.878259965615739
100,0.878259965615739
