iter_num,NMI
1,0.777132768770568
2,0.796215334322141
3,0.81337952292425
4,0.821915678205607
5,0.827596207785403
6,0.837032257308215
7,0.859950409967698
8,0.868840708340265
9,0.868840708340265
10,0.876243957318408
11,0.881743889345375
12,0.884207533475625
13,0.884207533475625
14,0.885126435427851
15,0.885236617877196
16,0.885709631966999
17,0.885709631966999
18,0.885709631966999
19,0.885709631966999
20,0.885709631966999
21,0.885709631966999
22,0.885709631966999
23,0.885709631966999
24,0.885709631966999
25,0.885709631966999
26,0.885709631966999
27,0.885709631966999
28,0.885709631966999
29,0.885709631966999
30,0.885709631966999
31,0.885709631966999
32,0.885709631966999
33,0.885709631966999
34,0.885709631966999
35,0.885709631966999
36,0.885753284576532
37,0.885753284576532
38,0.885753284576532
39,0.885753284576532
40,0.885753284576532
41,0.885753284576532
42,0.885753284576532
43,0.885753284576532
44,0.885753284576532
45,0.885753284576532
46,0.885753284576532
47,0.885753284576532
48,0.885753284576532
49,0.885753284576532
50,0.885753284576532
51,0.885753284576532
52,0.885753284576532
53,0.885753284576532
54,0.885753284576532
55,0.885753284576532
56,0.885753284576532
57,0.885753284576532
58,0.885753284576532
59,0.885753284576532
60,0.885753284576532
61,0.885753284576532
62,0.885753284576532
63,0.885753284576532
64,0.885753284576532
65,0.885753284576532
66,0.885753284576532
67,0.885753284576532
68,0.885753284576532
69,0.885753284576532
70,0.885753284576532
71,0.885753284576532
72,0.885753284576532
73,0.885753284576532
74,0.885753284576532
75,0.885753284576532
76,0.885753284576532
77,0.885753284576532
78,0.885753284576532
79,0.885753284576532
80,0.885753284576532
81,0.885753284576532
82,0.885753284576532
83,0.885753284576532
84,0.885753284576532
85,0.885753284576532
86,0.885753284576532
87,0.885753284576532
88,0.885753284576532
89,0.885753284576532
90,0.885753284576532
91,0.885753284576532
92,0.885753284576532
93,0.885753284576532
94,0.885753284576532
95,0.885753284576532
96,0.885753284576532
97,0.885753284576532
98,0.885753284576532
99,0.885753284576532
100,0.885753284576532
