individual_id,NMI
1,0.879985421328706
2,0.879985421328706
3,0.879985421328706
4,0.879985421328706
5,0.879985421328706
6,0.879985421328706
7,0.879985421328706
8,0.879985421328706
9,0.879985421328706
10,0.879985421328706
11,0.879985421328706
12,0.879985421328706
13,0.879985421328706
14,0.879985421328706
15,0.879985421328706
16,0.879985421328706
17,0.879985421328706
18,0.894471250142617
19,0.894471250142617
20,0.894471250142617
21,0.894471250142617
22,0.894471250142617
23,0.894471250142617
24,0.894471250142617
25,0.894471250142617
26,0.894471250142617
27,0.894471250142617
28,0.894471250142617
29,0.894471250142617
30,0.894471250142617
31,0.894471250142617
32,0.878734869780395
33,0.878734869780395
34,0.878734869780395
35,0.878734869780395
36,0.878734869780395
37,0.878734869780395
38,0.878734869780395
39,0.878734869780395
40,0.878734869780395
41,0.878734869780395
42,0.878734869780395
43,0.878734869780395
44,0.878734869780395
45,0.878734869780395
46,0.878734869780395
47,0.878734869780395
48,0.878734869780395
49,0.878734869780395
50,0.878734869780395
51,0.878734869780395
52,0.878734869780395
53,0.872646278788344
54,0.872646278788344
55,0.872646278788344
56,0.872646278788344
57,0.872646278788344
58,0.872646278788344
59,0.872646278788344
60,0.872646278788344
61,0.872646278788344
62,0.866031661919895
63,0.866031661919895
64,0.866031661919895
65,0.866031661919895
66,0.866031661919895
67,0.866031661919895
68,0.866031661919895
69,0.860999113474246
70,0.860999113474246
71,0.860999113474246
72,0.860999113474246
73,0.860999113474246
74,0.883272925295793
75,0.883272925295793
76,0.883272925295793
77,0.894471250142617
78,0.894471250142617
79,0.894471250142617
80,0.894471250142617
81,0.894471250142617
82,0.894471250142617
83,0.894471250142617
84,0.894471250142617
85,0.894471250142617
86,0.894471250142617
87,0.894471250142617
88,0.894471250142617
89,0.894471250142617
90,0.894471250142617
91,0.894471250142617
92,0.894471250142617
93,0.894471250142617
94,0.894471250142617
95,0.894471250142617
96,0.894471250142617
97,0.894471250142617
98,0.894471250142617
99,0.894471250142617
100,0.894471250142617
