node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,1
10,1
11,9
12,1
13,10
14,2
15,5
16,11
17,12
18,13
19,1
20,3
21,10
22,10
23,7
24,1
25,7
26,5
27,1
28,2
29,14
30,15
31,15
32,5
33,13
34,14
35,2
36,7
37,8
38,16
39,5
40,15
41,2
42,17
43,5
44,18
45,10
46,6
47,17
48,18
49,15
50,3
51,18
52,12
53,7
54,11
55,4
56,5
57,8
58,13
59,1
60,7
61,5
62,4
63,15
64,12
65,19
66,1
67,2
68,5
69,6
70,20
71,19
72,10
73,21
74,21
75,8
76,11
77,11
78,5
79,9
80,1
81,10
82,10
83,3
84,7
85,13
86,2
87,8
88,12
89,20
90,10
91,3
92,20
93,5
94,12
95,13
96,8
97,17
98,8
99,1
100,3
101,14
102,17
103,5
104,6
105,9
106,13
107,11
108,4
109,18
110,3
111,20
112,3
113,2
114,8
115,13
116,1
117,17
118,15
119,7
120,13
121,3
122,11
123,13
124,10
125,19
126,5
127,14
128,13
129,2
130,15
131,2
132,19
133,10
134,8
135,5
136,1
137,5
138,15
139,21
140,5
141,8
142,17
143,20
144,5
145,6
146,2
147,4
148,10
149,1
150,17
151,6
152,7
153,1
154,17
155,21
156,1
157,2
158,15
159,14
160,2
161,1
162,13
163,8
164,20
165,20
166,1
167,19
168,10
169,5
170,13
171,1
172,8
173,6
174,5
175,8
176,21
177,5
178,7
179,13
180,6
181,2
182,15
183,1
184,3
185,18
186,18
187,21
188,3
189,2
190,21
191,3
192,17
193,14
194,5
195,2
196,20
197,2
198,21
199,4
200,19
201,4
202,15
203,13
204,7
205,20
206,1
207,19
208,4
209,9
210,1
211,9
212,15
213,18
214,15
215,9
216,18
217,18
218,4
219,4
220,21
221,9
222,1
223,5
224,9
225,18
226,19
227,6
228,4
229,9
230,5
231,20
232,3
233,19
234,2
235,10
236,18
237,18
238,9
239,4
240,4
241,1
242,9
243,4
244,4
245,1
246,17
247,6
248,9
249,4
250,9
