iter_num,Modularity
1,0.616423427342972
2,0.616423427342972
3,0.649356373348172
4,0.649356373348172
5,0.650873085213372
6,0.665533095476196
7,0.679918436814437
8,0.687661332506251
9,0.700037758105395
10,0.700624002373367
11,0.719847988138845
12,0.719847988138845
13,0.721171296174721
14,0.723711451422991
15,0.723711451422991
16,0.723711451422991
17,0.723711451422991
18,0.723711451422991
19,0.723865464747627
20,0.723865464747627
21,0.723865464747627
22,0.723865464747627
23,0.723865464747627
24,0.723865464747627
25,0.723865464747627
26,0.723865464747627
27,0.723865464747627
28,0.723865464747627
29,0.723865464747627
30,0.723865464747627
31,0.723865464747627
32,0.723865464747627
33,0.723865464747627
34,0.723865464747627
35,0.723865464747627
36,0.723865464747627
37,0.723865464747627
38,0.723865464747627
39,0.723865464747627
40,0.723865464747627
41,0.723865464747627
42,0.723865464747627
43,0.723865464747627
44,0.723865464747627
45,0.723865464747627
46,0.723865464747627
47,0.723865464747627
48,0.723865464747627
49,0.723865464747627
50,0.723865464747627
51,0.723865464747627
52,0.723865464747627
53,0.723865464747627
54,0.723865464747627
55,0.723865464747627
56,0.723865464747627
57,0.723865464747627
58,0.723865464747627
59,0.723865464747627
60,0.723865464747627
61,0.723865464747627
62,0.723865464747627
63,0.723865464747627
64,0.723865464747627
65,0.723865464747627
66,0.723865464747627
67,0.723865464747627
68,0.723865464747627
69,0.723865464747627
70,0.723865464747627
71,0.723865464747627
72,0.723865464747627
73,0.723865464747627
74,0.723865464747627
75,0.723865464747627
76,0.723865464747627
77,0.723865464747627
78,0.723865464747627
79,0.723865464747627
80,0.723865464747627
81,0.723865464747627
82,0.723865464747627
83,0.723865464747627
84,0.723865464747627
85,0.723865464747627
86,0.723865464747627
87,0.723865464747627
88,0.723865464747627
89,0.723865464747627
90,0.723865464747627
91,0.723865464747627
92,0.723865464747627
93,0.723865464747627
94,0.723865464747627
95,0.723865464747627
96,0.723865464747627
97,0.723865464747627
98,0.723865464747627
99,0.723865464747627
100,0.723865464747627
