node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,5
11,10
12,9
13,11
14,12
15,1
16,2
17,4
18,8
19,5
20,3
21,12
22,13
23,14
24,10
25,7
26,5
27,9
28,2
29,4
30,15
31,16
32,5
33,4
34,2
35,13
36,13
37,8
38,2
39,5
40,9
41,7
42,15
43,5
44,17
45,11
46,13
47,15
48,3
49,15
50,7
51,6
52,12
53,18
54,3
55,6
56,6
57,9
58,15
59,9
60,7
61,5
62,8
63,3
64,7
65,19
66,3
67,2
68,12
69,18
70,18
71,8
72,1
73,11
74,16
75,13
76,3
77,3
78,1
79,14
80,19
81,13
82,13
83,19
84,8
85,6
86,2
87,8
88,3
89,3
90,11
91,19
92,12
93,1
94,14
95,10
96,8
97,15
98,8
99,8
100,3
101,3
102,6
103,1
104,14
105,3
106,10
107,3
108,7
109,17
110,19
111,12
112,19
113,16
114,8
115,12
116,9
117,7
118,15
119,2
120,11
121,18
122,3
123,10
124,13
125,8
126,19
127,3
128,10
129,9
130,1
131,2
132,3
133,13
134,8
135,5
136,6
137,1
138,16
139,3
140,1
141,19
142,15
143,12
144,14
145,14
146,10
147,15
148,18
149,6
150,15
151,14
152,7
153,16
154,15
155,11
156,9
157,2
158,10
159,10
160,6
161,6
162,7
163,8
164,12
165,12
166,8
167,8
168,13
169,14
170,10
171,11
172,8
173,18
174,16
175,8
176,11
177,11
178,18
179,15
180,14
181,2
182,16
183,18
184,14
185,16
186,18
187,1
188,14
189,1
190,11
191,8
192,16
193,18
194,8
195,18
196,12
197,2
198,11
199,4
200,8
201,4
202,16
203,10
204,8
205,4
206,10
207,8
208,17
209,10
210,10
211,10
212,16
213,17
214,16
215,10
216,17
217,17
218,4
219,4
220,16
221,10
222,17
223,17
224,10
225,17
226,17
227,17
228,4
229,10
230,10
231,10
232,17
233,17
234,4
235,10
236,17
237,17
238,10
239,4
240,4
241,4
242,10
243,4
244,4
245,10
246,10
247,10
248,10
249,4
250,10
