node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,7
26,25
27,26
28,2
29,27
30,28
31,29
32,30
33,31
34,2
35,32
36,33
37,34
38,2
39,35
40,36
41,7
42,37
43,38
44,39
45,13
46,40
47,41
48,42
49,43
50,44
51,45
52,46
53,47
54,48
55,49
56,50
57,51
58,52
59,53
60,7
61,54
62,18
63,20
64,7
65,55
66,20
67,56
68,57
69,58
70,59
71,18
72,60
73,13
74,61
75,62
76,63
77,64
78,65
79,66
80,67
81,68
82,69
83,70
84,71
85,72
86,2
87,73
88,20
89,20
90,13
91,74
92,75
93,76
94,77
95,78
96,79
97,80
98,81
99,18
100,20
101,20
102,82
103,83
104,84
105,85
106,86
107,87
108,7
109,88
110,89
111,90
112,91
113,92
114,93
115,94
116,95
117,7
118,96
119,97
120,13
121,98
122,99
123,100
124,101
125,18
126,102
127,20
128,103
129,104
130,105
131,2
132,106
133,107
134,108
135,109
136,110
137,111
138,112
139,113
140,114
141,115
142,116
143,117
144,118
145,119
146,120
147,121
148,122
149,123
150,124
151,125
152,7
153,126
154,127
155,13
156,128
157,129
158,130
159,131
160,132
161,133
162,7
163,134
164,135
165,136
166,18
167,18
168,137
169,138
170,139
171,13
172,140
173,141
174,142
175,143
176,13
177,13
178,144
179,145
180,146
181,2
182,147
183,148
184,149
185,150
186,151
187,152
188,153
189,154
190,13
191,155
192,156
193,157
194,18
195,158
196,159
197,2
198,13
199,160
200,18
201,161
202,162
203,163
204,18
205,164
206,165
207,18
208,166
209,166
210,166
211,166
212,167
213,166
214,168
215,166
216,169
217,170
218,171
219,172
220,173
221,166
222,174
223,175
224,166
225,176
226,177
227,178
228,179
229,166
230,166
231,166
232,180
233,181
234,31
235,166
236,182
237,183
238,166
239,184
240,185
241,31
242,166
243,31
244,31
245,166
246,166
247,166
248,166
249,31
250,166
