edge_id,node1,node2
1,152,1
2,177,1
3,187,1
4,189,1
5,223,1
6,129,2
7,181,2
8,197,2
9,234,2
10,248,2
11,54,3
12,107,3
13,122,3
14,132,3
15,139,3
16,177,3
17,108,4
18,239,4
19,241,4
20,243,4
21,244,4
22,249,4
23,21,5
24,43,5
25,61,5
26,135,5
27,166,5
28,174,5
29,169,6
30,171,6
31,173,6
32,184,6
33,188,6
34,204,6
35,41,7
36,50,7
37,108,7
38,119,7
39,152,7
40,205,7
41,98,8
42,163,8
43,175,8
44,187,8
45,208,8
46,212,8
47,95,9
48,99,9
49,116,9
50,156,9
51,171,9
52,210,9
53,57,10
54,59,10
55,99,10
56,171,10
57,174,10
58,210,10
59,50,11
60,53,11
61,60,11
62,108,11
63,110,11
64,152,11
65,63,12
66,116,12
67,156,12
68,171,12
69,193,12
70,210,12
71,72,13
72,81,13
73,82,13
74,124,13
75,168,13
76,171,13
77,15,14
78,68,14
79,143,14
80,168,14
81,196,14
82,205,14
83,177,15
84,187,15
85,189,15
86,223,15
87,235,15
88,76,16
89,105,16
90,107,16
91,132,16
92,139,16
93,151,16
94,146,17
95,239,17
96,241,17
97,243,17
98,244,17
99,249,17
100,80,18
101,121,18
102,126,18
103,137,18
104,191,18
105,232,18
106,99,19
107,113,19
108,116,19
109,156,19
110,198,19
111,210,19
112,66,20
113,88,20
114,101,20
115,127,20
116,159,20
117,208,20
118,56,21
119,73,21
120,144,21
121,167,21
122,174,21
123,35,22
124,45,22
125,133,22
126,141,22
127,168,22
128,170,22
129,30,23
130,66,23
131,101,23
132,127,23
133,159,23
134,186,23
135,123,24
136,146,24
137,170,24
138,203,24
139,206,24
140,221,24
141,64,25
142,108,25
143,117,25
144,119,25
145,162,25
146,225,25
147,32,26
148,56,26
149,61,26
150,144,26
151,174,26
152,240,26
153,57,27
154,99,27
155,171,27
156,194,27
157,209,27
158,210,27
159,129,28
160,131,28
161,140,28
162,181,28
163,197,28
164,234,28
165,216,29
166,239,29
167,241,29
168,243,29
169,244,29
170,249,29
171,57,30
172,97,30
173,142,30
174,147,30
175,192,30
176,32,31
177,182,31
178,202,31
179,212,31
180,214,31
181,220,31
182,39,32
183,135,32
184,144,32
185,174,32
186,232,33
187,239,33
188,241,33
189,243,33
190,244,33
191,249,33
192,86,34
193,113,34
194,131,34
195,157,34
196,234,34
197,242,34
198,36,35
199,124,35
200,133,35
201,168,35
202,220,35
203,45,36
204,72,36
205,124,36
206,168,36
207,170,36
208,134,37
209,163,37
210,167,37
211,175,37
212,208,37
213,44,38
214,157,38
215,181,38
216,197,38
217,234,38
218,236,38
219,56,39
220,135,39
221,138,39
222,144,39
223,228,39
224,185,40
225,202,40
226,212,40
227,214,40
228,219,40
229,220,40
230,60,41
231,64,41
232,152,41
233,162,41
234,212,41
235,47,42
236,149,42
237,150,42
238,154,42
239,179,42
240,192,42
241,61,43
242,125,43
243,135,43
244,144,43
245,174,43
246,225,44
247,226,44
248,233,44
249,236,44
250,237,44
251,82,45
252,124,45
253,133,45
254,168,45
255,72,46
256,81,46
257,124,46
258,133,46
259,203,46
260,209,46
261,142,47
262,150,47
263,179,47
264,241,47
265,247,47
266,130,48
267,225,48
268,226,48
269,233,48
270,236,48
271,237,48
272,143,49
273,202,49
274,212,49
275,214,49
276,220,49
277,249,49
278,56,50
279,60,50
280,64,50
281,119,50
282,89,51
283,136,51
284,149,51
285,160,51
286,161,51
287,184,51
288,72,52
289,115,52
290,127,52
291,165,52
292,196,52
293,205,52
294,108,53
295,117,53
296,152,53
297,156,53
298,162,53
299,189,53
300,74,54
301,105,54
302,122,54
303,132,54
304,139,54
305,221,54
306,173,55
307,239,55
308,240,55
309,241,55
310,243,55
311,244,55
312,249,55
313,84,56
314,174,56
315,233,56
316,156,57
317,171,57
318,183,57
319,210,57
320,60,58
321,142,58
322,147,58
323,154,58
324,179,58
325,192,58
326,214,58
327,63,59
328,99,59
329,116,59
330,156,59
331,210,59
332,231,59
333,119,60
334,136,60
335,162,60
336,135,61
337,144,61
338,174,61
339,230,61
340,90,62
341,153,62
342,167,62
343,194,62
344,200,62
345,204,62
346,207,62
347,116,63
348,125,63
349,156,63
350,207,63
351,210,63
352,117,64
353,119,64
354,162,64
355,235,64
356,91,65
357,100,65
358,110,65
359,112,65
360,191,65
361,222,65
362,240,65
363,88,66
364,101,66
365,127,66
366,159,66
367,226,66
368,86,67
369,129,67
370,147,67
371,157,67
372,192,67
373,197,67
374,234,67
375,92,68
376,165,68
377,193,68
378,196,68
379,205,68
380,239,68
381,83,69
382,169,69
383,173,69
384,180,69
385,184,69
386,188,69
387,222,69
388,111,70
389,143,70
390,164,70
391,193,70
392,205,70
393,211,70
394,247,70
395,166,71
396,167,71
397,194,71
398,200,71
399,204,71
400,207,71
401,237,71
402,81,72
403,124,72
404,168,72
405,90,73
406,120,73
407,155,73
408,176,73
409,190,73
410,198,73
411,78,74
412,185,74
413,202,74
414,212,74
415,214,74
416,220,74
417,96,75
418,163,75
419,172,75
420,175,75
421,205,75
422,208,75
423,241,75
424,105,76
425,122,76
426,132,76
427,139,76
428,158,76
429,224,76
430,103,78
431,137,78
432,177,78
433,187,78
434,189,78
435,223,78
436,109,79
437,209,79
438,245,79
439,246,79
440,247,79
441,248,79
442,250,79
443,92,80
444,100,80
445,112,80
446,121,80
447,126,80
448,191,80
449,82,81
450,126,81
451,133,81
452,151,81
453,124,82
454,133,82
455,150,82
456,168,82
457,91,83
458,110,83
459,112,83
460,121,83
461,191,83
462,250,83
463,95,84
464,120,84
465,155,84
466,176,84
467,190,84
468,198,84
469,102,85
470,107,85
471,136,85
472,149,85
473,152,85
474,160,85
475,161,85
476,113,86
477,129,86
478,197,86
479,231,86
480,234,86
481,114,87
482,134,87
483,163,87
484,172,87
485,175,87
486,181,87
487,208,87
488,101,88
489,127,88
490,135,88
491,159,88
492,102,89
493,136,89
494,149,89
495,160,89
496,161,89
497,166,89
498,120,90
499,155,90
500,176,90
501,190,90
502,198,90
503,110,91
504,121,91
505,173,91
506,191,91
507,203,91
508,164,92
509,165,92
510,193,92
511,196,92
512,205,92
513,140,93
514,177,93
515,187,93
516,189,93
517,200,93
518,223,93
519,239,93
520,148,94
521,160,94
522,172,94
523,178,94
524,183,94
525,195,94
526,201,94
527,128,95
528,158,95
529,170,95
530,203,95
531,206,95
532,114,96
533,172,96
534,175,96
535,199,96
536,208,96
537,243,96
538,147,97
539,160,97
540,179,97
541,182,97
542,192,97
543,238,97
544,114,98
545,156,98
546,163,98
547,172,98
548,175,98
549,208,98
550,171,99
551,210,99
552,227,99
553,110,100
554,112,100
555,121,100
556,126,100
557,191,100
558,240,100
559,115,101
560,127,101
561,133,101
562,159,101
563,105,102
564,136,102
565,149,102
566,160,102
567,161,102
568,175,102
569,137,103
570,140,103
571,177,103
572,187,103
573,189,103
574,223,103
575,238,103
576,145,104
577,169,104
578,173,104
579,180,104
580,184,104
581,188,104
582,248,104
583,250,104
584,107,105
585,122,105
586,139,105
587,225,105
588,123,106
589,128,106
590,146,106
591,158,106
592,170,106
593,203,106
594,206,106
595,210,106
596,122,107
597,132,107
598,139,107
599,221,107
600,117,108
601,152,108
602,162,108
603,196,109
604,225,109
605,226,109
606,227,109
607,233,109
608,236,109
609,237,109
610,112,110
611,126,110
612,191,110
613,143,111
614,164,111
615,165,111
616,193,111
617,196,111
618,219,111
619,226,111
620,126,112
621,129,112
622,191,112
623,157,113
624,181,113
625,197,113
626,230,113
627,234,113
628,134,114
629,163,114
630,172,114
631,191,114
632,208,114
633,143,115
634,164,115
635,165,115
636,193,115
637,205,115
638,223,115
639,171,116
640,210,116
641,218,116
642,119,117
643,142,117
644,152,117
645,162,117
646,142,118
647,147,118
648,150,118
649,154,118
650,179,118
651,192,118
652,230,118
653,232,118
654,152,119
655,228,119
656,155,120
657,176,120
658,185,120
659,190,120
660,198,120
661,237,120
662,126,121
663,165,121
664,191,121
665,215,121
666,132,122
667,139,122
668,206,122
669,213,122
670,146,123
671,158,123
672,170,123
673,203,123
674,206,123
675,223,123
676,248,123
677,168,124
678,220,124
679,166,125
680,167,125
681,194,125
682,200,125
683,204,125
684,207,125
685,186,126
686,191,126
687,159,127
688,198,127
689,146,128
690,158,128
691,170,128
692,203,128
693,206,128
694,217,128
695,244,128
696,131,129
697,181,129
698,219,129
699,234,129
700,153,130
701,182,130
702,185,130
703,202,130
704,212,130
705,214,130
706,220,130
707,146,131
708,157,131
709,181,131
710,197,131
711,234,131
712,249,131
713,139,132
714,178,132
715,190,132
716,143,133
717,168,133
718,144,134
719,163,134
720,172,134
721,175,134
722,208,134
723,225,134
724,144,135
725,164,135
726,174,135
727,149,136
728,160,136
729,161,136
730,205,136
731,140,137
732,177,137
733,182,137
734,187,137
735,189,137
736,223,137
737,141,138
738,153,138
739,182,138
740,185,138
741,202,138
742,212,138
743,214,138
744,220,138
745,144,139
746,177,140
747,181,140
748,187,140
749,189,140
750,223,140
751,148,141
752,178,141
753,183,141
754,195,141
755,150,142
756,154,142
757,159,142
758,179,142
759,192,142
760,164,143
761,193,143
762,196,143
763,205,143
764,174,144
765,151,145
766,154,145
767,169,145
768,173,145
769,180,145
770,184,145
771,188,145
772,245,145
773,158,146
774,170,146
775,203,146
776,206,146
777,150,147
778,154,147
779,179,147
780,192,147
781,246,147
782,174,148
783,178,148
784,183,148
785,195,148
786,240,148
787,160,149
788,161,149
789,238,149
790,154,150
791,179,150
792,192,150
793,243,150
794,169,151
795,173,151
796,180,151
797,184,151
798,188,151
799,162,152
800,182,153
801,185,153
802,202,153
803,212,153
804,214,153
805,217,153
806,220,153
807,179,154
808,192,154
809,220,154
810,162,155
811,176,155
812,190,155
813,198,155
814,210,155
815,171,156
816,210,156
817,163,157
818,181,157
819,197,157
820,229,157
821,234,157
822,170,158
823,203,158
824,206,158
825,247,158
826,223,159
827,161,160
828,233,160
829,176,161
830,250,161
831,175,162
832,245,162
833,172,163
834,208,163
835,228,163
836,165,164
837,193,164
838,196,164
839,199,164
840,205,164
841,193,165
842,196,165
843,205,165
844,244,165
845,167,166
846,194,166
847,200,166
848,204,166
849,207,166
850,216,166
851,194,167
852,200,167
853,204,167
854,207,167
855,241,168
856,173,169
857,180,169
858,184,169
859,188,169
860,224,169
861,237,169
862,203,170
863,206,170
864,210,171
865,175,172
866,208,172
867,249,172
868,180,173
869,184,173
870,188,173
871,203,174
872,208,175
873,228,175
874,189,176
875,190,176
876,198,176
877,246,176
878,187,177
879,189,177
880,190,177
881,223,177
882,183,178
883,189,178
884,195,178
885,238,178
886,183,179
887,192,179
888,230,179
889,181,180
890,184,180
891,188,180
892,218,180
893,222,180
894,197,181
895,234,181
896,185,182
897,202,182
898,212,182
899,214,182
900,220,182
901,195,183
902,187,184
903,188,184
904,233,184
905,202,185
906,212,185
907,214,185
908,215,185
909,220,185
910,213,186
911,216,186
912,217,186
913,225,186
914,226,186
915,227,186
916,232,186
917,233,186
918,236,186
919,237,186
920,189,187
921,223,187
922,245,187
923,216,188
924,220,188
925,236,188
926,223,189
927,198,190
928,213,190
929,192,191
930,204,191
931,214,192
932,196,193
933,205,193
934,208,193
935,248,193
936,200,194
937,204,194
938,207,194
939,241,194
940,200,195
941,208,195
942,246,195
943,198,196
944,205,196
945,211,196
946,200,197
947,204,197
948,234,197
949,244,197
950,201,199
951,206,199
952,218,199
953,219,199
954,228,199
955,239,199
956,240,199
957,241,199
958,243,199
959,244,199
960,249,199
961,204,200
962,207,200
963,218,201
964,219,201
965,228,201
966,234,201
967,239,201
968,240,201
969,241,201
970,243,201
971,244,201
972,249,201
973,211,202
974,212,202
975,214,202
976,220,202
977,222,202
978,206,203
979,207,204
980,214,204
981,210,206
982,222,207
983,227,207
984,221,209
985,224,209
986,229,209
987,231,209
988,235,209
989,238,209
990,242,209
991,245,209
992,246,209
993,247,209
994,248,209
995,250,209
996,224,211
997,229,211
998,230,211
999,231,211
1000,235,211
1001,238,211
1002,242,211
1003,245,211
1004,246,211
1005,247,211
1006,248,211
1007,250,211
1008,214,212
1009,220,212
1010,226,212
1011,216,213
1012,217,213
1013,222,213
1014,225,213
1015,226,213
1016,227,213
1017,232,213
1018,233,213
1019,236,213
1020,237,213
1021,242,213
1022,220,214
1023,242,214
1024,221,215
1025,224,215
1026,229,215
1027,230,215
1028,231,215
1029,235,215
1030,237,215
1031,238,215
1032,242,215
1033,245,215
1034,246,215
1035,247,215
1036,248,215
1037,250,215
1038,217,216
1039,222,216
1040,225,216
1041,226,216
1042,227,216
1043,232,216
1044,233,216
1045,236,216
1046,237,216
1047,218,217
1048,222,217
1049,225,217
1050,226,217
1051,227,217
1052,232,217
1053,233,217
1054,236,217
1055,237,217
1056,219,218
1057,228,218
1058,239,218
1059,240,218
1060,241,218
1061,243,218
1062,244,218
1063,249,218
1064,228,219
1065,239,219
1066,240,219
1067,241,219
1068,243,219
1069,244,219
1070,249,219
1071,224,221
1072,229,221
1073,230,221
1074,231,221
1075,235,221
1076,238,221
1077,242,221
1078,245,221
1079,246,221
1080,247,221
1081,248,221
1082,250,221
1083,225,222
1084,226,222
1085,227,222
1086,232,222
1087,233,222
1088,236,222
1089,237,222
1090,224,223
1091,229,224
1092,230,224
1093,231,224
1094,238,224
1095,242,224
1096,245,224
1097,246,224
1098,247,224
1099,248,224
1100,250,224
1101,226,225
1102,227,225
1103,232,225
1104,233,225
1105,236,225
1106,237,225
1107,227,226
1108,232,226
1109,233,226
1110,236,226
1111,237,226
1112,232,227
1113,233,227
1114,234,227
1115,236,227
1116,237,227
1117,239,228
1118,240,228
1119,241,228
1120,243,228
1121,244,228
1122,247,228
1123,249,228
