iter_num,Modularity
1,0.536650786025964
2,0.562578852060964
3,0.576300561043775
4,0.6039064210234
5,0.620471252017955
6,0.63832672349043
7,0.64154152830088
8,0.643899644870816
9,0.651481045724333
10,0.651481045724333
11,0.657030374336018
12,0.668955165230602
13,0.675539868298203
14,0.683499526984326
15,0.683499526984326
16,0.686056828404765
17,0.686056828404765
18,0.686056828404765
19,0.688044422476096
20,0.691203919648445
21,0.691203919648445
22,0.691203919648445
23,0.691203919648445
24,0.691203919648445
25,0.691203919648445
26,0.691203919648445
27,0.691203919648445
28,0.691203919648445
29,0.691203919648445
30,0.691203919648445
31,0.691203919648445
32,0.691203919648445
33,0.691203919648445
34,0.691203919648445
35,0.691203919648445
36,0.691203919648445
37,0.691203919648445
38,0.691203919648445
39,0.691203919648445
40,0.691203919648445
41,0.691203919648445
42,0.691203919648445
43,0.691203919648445
44,0.691203919648445
45,0.691203919648445
46,0.691203919648445
47,0.691203919648445
48,0.691203919648445
49,0.691203919648445
50,0.691203919648445
51,0.691203919648445
52,0.691203919648445
53,0.691203919648445
54,0.691203919648445
55,0.691203919648445
56,0.691203919648445
57,0.691203919648445
58,0.691203919648445
59,0.691203919648445
60,0.691203919648445
61,0.691203919648445
62,0.691203919648445
63,0.691203919648445
64,0.691203919648445
65,0.691203919648445
66,0.691203919648445
67,0.691203919648445
68,0.691203919648445
69,0.691203919648445
70,0.691203919648445
71,0.691203919648445
72,0.691203919648445
73,0.691203919648445
74,0.691203919648445
75,0.691203919648445
76,0.691203919648445
77,0.691203919648445
78,0.691203919648445
79,0.691203919648445
80,0.691203919648445
81,0.691203919648445
82,0.691203919648445
83,0.691203919648445
84,0.691203919648445
85,0.691203919648445
86,0.691203919648445
87,0.691203919648445
88,0.691203919648445
89,0.691868771605755
90,0.691868771605755
91,0.691868771605755
92,0.691868771605755
93,0.691868771605755
94,0.691868771605755
95,0.691868771605755
96,0.691868771605755
97,0.691868771605755
98,0.691868771605755
99,0.691868771605755
100,0.691868771605755
