node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,10
13,12
14,13
15,12
16,9
17,4
18,6
19,14
20,5
21,6
22,12
23,12
24,11
25,3
26,14
27,10
28,10
29,4
30,15
31,10
32,5
33,13
34,2
35,12
36,2
37,9
38,2
39,14
40,2
41,7
42,15
43,7
44,10
45,5
46,12
47,11
48,10
49,13
50,7
51,6
52,3
53,9
54,9
55,6
56,14
57,10
58,16
59,10
60,7
61,11
62,13
63,12
64,16
65,12
66,12
67,2
68,13
69,16
70,9
71,11
72,12
73,17
74,18
75,12
76,9
77,9
78,1
79,9
80,8
81,12
82,12
83,8
84,11
85,6
86,2
87,9
88,13
89,6
90,17
91,1
92,2
93,1
94,7
95,11
96,7
97,8
98,19
99,10
100,4
101,11
102,10
103,1
104,4
105,9
106,15
107,9
108,7
109,10
110,8
111,13
112,2
113,18
114,3
115,13
116,2
117,7
118,11
119,7
120,3
121,9
122,9
123,11
124,12
125,11
126,8
127,12
128,8
129,10
130,1
131,6
132,9
133,12
134,9
135,6
136,6
137,1
138,18
139,16
140,1
141,17
142,11
143,19
144,14
145,3
146,19
147,15
148,16
149,6
150,15
151,6
152,4
153,18
154,15
155,12
156,4
157,2
158,11
159,1
160,6
161,6
162,7
163,7
164,13
165,13
166,11
167,3
168,12
169,14
170,11
171,10
172,7
173,12
174,11
175,9
176,12
177,17
178,9
179,15
180,3
181,2
182,18
183,8
184,3
185,18
186,15
187,1
188,2
189,2
190,8
191,15
192,15
193,13
194,15
195,1
196,13
197,2
198,12
199,4
200,8
201,4
202,7
203,11
204,15
205,3
206,11
207,15
208,15
209,9
210,10
211,9
212,18
213,10
214,18
215,9
216,10
217,10
218,4
219,4
220,15
221,11
222,10
223,10
224,9
225,11
226,10
227,10
228,2
229,2
230,9
231,9
232,10
233,13
234,4
235,9
236,10
237,10
238,9
239,4
240,4
241,4
242,15
243,4
244,11
245,9
246,9
247,9
248,9
249,4
250,9
