node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,10
13,12
14,13
15,12
16,9
17,4
18,6
19,14
20,5
21,6
22,12
23,15
24,11
25,3
26,14
27,10
28,11
29,4
30,16
31,17
32,5
33,13
34,2
35,15
36,2
37,18
38,2
39,14
40,19
41,7
42,16
43,7
44,17
45,5
46,15
47,11
48,17
49,13
50,7
51,6
52,3
53,9
54,9
55,6
56,14
57,11
58,9
59,10
60,7
61,11
62,13
63,15
64,9
65,15
66,15
67,2
68,13
69,9
70,9
71,11
72,15
73,20
74,19
75,15
76,9
77,9
78,21
79,22
80,8
81,15
82,15
83,8
84,11
85,6
86,2
87,18
88,13
89,6
90,20
91,21
92,2
93,21
94,7
95,11
96,7
97,8
98,23
99,10
100,4
101,11
102,17
103,21
104,4
105,9
106,16
107,9
108,7
109,17
110,8
111,13
112,2
113,19
114,3
115,13
116,2
117,7
118,16
119,7
120,3
121,9
122,9
123,11
124,15
125,11
126,8
127,15
128,8
129,10
130,21
131,6
132,9
133,15
134,18
135,6
136,6
137,21
138,19
139,9
140,21
141,20
142,11
143,23
144,14
145,3
146,23
147,16
148,16
149,6
150,16
151,6
152,4
153,19
154,16
155,12
156,4
157,2
158,11
159,21
160,6
161,6
162,7
163,7
164,13
165,13
166,11
167,3
168,15
169,14
170,11
171,10
172,7
173,15
174,11
175,18
176,12
177,20
178,9
179,16
180,3
181,2
182,19
183,8
184,3
185,19
186,16
187,21
188,2
189,2
190,8
191,16
192,16
193,13
194,16
195,1
196,13
197,2
198,12
199,4
200,8
201,4
202,7
203,11
204,16
205,3
206,11
207,16
208,16
209,22
210,10
211,22
212,19
213,17
214,19
215,22
216,17
217,17
218,4
219,4
220,16
221,11
222,17
223,17
224,22
225,11
226,17
227,17
228,2
229,2
230,22
231,22
232,17
233,13
234,4
235,22
236,17
237,17
238,22
239,4
240,4
241,4
242,16
243,4
244,11
245,22
246,22
247,22
248,22
249,4
250,22
