individual_id,NMI
1,0.878363298214815
2,0.878363298214815
3,0.878363298214815
4,0.878363298214815
5,0.878363298214815
6,0.886058042301165
7,0.886058042301165
8,0.886058042301165
9,0.886058042301165
10,0.886058042301165
11,0.872516420652915
12,0.886058042301165
13,0.886058042301165
14,0.886058042301165
15,0.886058042301165
16,0.886058042301165
17,0.883840625696523
18,0.883840625696523
19,0.883840625696523
20,0.883840625696523
21,0.881754279211474
22,0.881754279211474
23,0.881754279211474
24,0.881754279211474
25,0.885753929863838
26,0.885753929863838
27,0.885753929863838
28,0.885753929863838
29,0.885753929863838
30,0.874427287800416
31,0.884634229394985
32,0.884634229394985
33,0.884634229394985
34,0.884634229394985
35,0.886058042301165
36,0.886058042301165
37,0.886058042301165
38,0.886058042301165
39,0.886058042301165
40,0.765360642211414
41,0.781296984082644
42,0.826003162588254
43,0.868718285508126
44,0.868718285508126
45,0.868718285508126
46,0.868718285508126
47,0.868718285508126
48,0.880331376131352
49,0.884139327664012
50,0.884139327664012
51,0.884139327664012
52,0.886058042301165
53,0.886058042301165
54,0.886058042301165
55,0.886058042301165
56,0.886058042301165
57,0.769002068756359
58,0.841677585806196
59,0.841677585806196
60,0.841677585806196
61,0.841677585806196
62,0.845470398742524
63,0.845470398742524
64,0.845470398742524
65,0.845470398742524
66,0.845470398742524
67,0.886058042301165
68,0.886058042301165
69,0.881810235720016
70,0.881810235720016
71,0.886058042301165
72,0.886058042301165
73,0.886058042301165
74,0.886058042301165
75,0.886058042301165
76,0.886058042301165
77,0.886058042301165
78,0.864641106303624
79,0.868718285508126
80,0.868718285508126
81,0.868718285508126
82,0.868718285508126
83,0.868718285508126
84,0.868718285508126
85,0.868718285508126
86,0.865279287048963
87,0.865279287048963
88,0.865279287048963
89,0.865279287048963
90,0.865279287048963
91,0.860101026070261
92,0.860101026070261
93,0.883840625696523
94,0.886058042301165
95,0.886058042301165
96,0.886058042301165
97,0.886058042301165
98,0.886058042301165
99,0.886058042301165
100,0.747766591489707
