node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,7
9,8
10,9
11,4
12,6
13,2
14,10
15,1
16,11
17,4
18,12
19,3
20,13
21,6
22,13
23,13
24,14
25,14
26,3
27,9
28,8
29,4
30,15
31,12
32,13
33,10
34,16
35,5
36,16
37,17
38,16
39,7
40,14
41,12
42,18
43,12
44,13
45,13
46,5
47,14
48,12
49,10
50,17
51,6
52,3
53,11
54,11
55,18
56,3
57,7
58,18
59,18
60,12
61,14
62,10
63,13
64,15
65,13
66,13
67,12
68,10
69,8
70,12
71,14
72,3
73,10
74,10
75,18
76,3
77,13
78,15
79,19
80,7
81,5
82,5
83,7
84,14
85,6
86,13
87,17
88,10
89,6
90,10
91,20
92,16
93,20
94,21
95,14
96,14
97,10
98,15
99,18
100,4
101,14
102,7
103,1
104,4
105,5
106,18
107,8
108,18
109,12
110,15
111,10
112,16
113,5
114,9
115,10
116,16
117,12
118,12
119,12
120,18
121,11
122,11
123,14
124,15
125,14
126,7
127,13
128,3
129,9
130,21
131,6
132,8
133,13
134,17
135,6
136,6
137,20
138,5
139,4
140,19
141,10
142,14
143,15
144,3
145,3
146,15
147,18
148,3
149,6
150,3
151,6
152,4
153,5
154,18
155,2
156,4
157,16
158,14
159,1
160,6
161,6
162,12
163,21
164,10
165,10
166,14
167,3
168,13
169,3
170,14
171,18
172,21
173,13
174,14
175,17
176,2
177,10
178,5
179,18
180,4
181,16
182,5
183,7
184,3
185,5
186,18
187,18
188,11
189,16
190,7
191,16
192,18
193,10
194,18
195,20
196,10
197,16
198,5
199,4
200,4
201,4
202,21
203,14
204,18
205,3
206,14
207,18
208,5
209,19
210,18
211,19
212,5
213,12
214,5
215,7
216,15
217,12
218,4
219,3
220,18
221,14
222,12
223,12
224,19
225,14
226,12
227,12
228,16
229,16
230,19
231,19
232,12
233,10
234,4
235,19
236,12
237,12
238,19
239,4
240,4
241,4
242,18
243,4
244,14
245,19
246,19
247,13
248,19
249,12
250,19
