node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,6
13,2
14,12
15,1
16,9
17,4
18,13
19,14
20,8
21,6
22,5
23,5
24,15
25,15
26,14
27,10
28,9
29,4
30,14
31,13
32,5
33,12
34,16
35,11
36,16
37,17
38,16
39,13
40,12
41,14
42,8
43,7
44,12
45,5
46,5
47,15
48,13
49,12
50,17
51,6
52,3
53,9
54,9
55,18
56,14
57,19
58,8
59,18
60,13
61,15
62,12
63,5
64,14
65,8
66,5
67,13
68,12
69,9
70,7
71,15
72,14
73,12
74,12
75,8
76,14
77,8
78,14
79,8
80,19
81,5
82,2
83,8
84,15
85,6
86,5
87,17
88,12
89,6
90,12
91,20
92,16
93,20
94,21
95,15
96,19
97,12
98,14
99,18
100,4
101,15
102,12
103,1
104,4
105,11
106,8
107,9
108,8
109,14
110,14
111,12
112,16
113,11
114,10
115,12
116,16
117,13
118,13
119,7
120,8
121,9
122,9
123,8
124,14
125,15
126,12
127,8
128,16
129,10
130,21
131,6
132,9
133,5
134,17
135,6
136,6
137,20
138,11
139,4
140,20
141,12
142,15
143,14
144,14
145,3
146,14
147,8
148,14
149,6
150,14
151,6
152,4
153,11
154,8
155,2
156,4
157,16
158,15
159,1
160,6
161,6
162,13
163,21
164,12
165,12
166,15
167,3
168,15
169,14
170,15
171,18
172,21
173,5
174,15
175,17
176,2
177,12
178,11
179,8
180,4
181,16
182,11
183,8
184,14
185,11
186,8
187,14
188,9
189,16
190,12
191,16
192,8
193,12
194,8
195,20
196,12
197,16
198,2
199,4
200,4
201,4
202,21
203,15
204,8
205,3
206,15
207,8
208,11
209,8
210,18
211,8
212,11
213,13
214,11
215,13
216,14
217,13
218,4
219,16
220,8
221,15
222,7
223,20
224,8
225,15
226,13
227,12
228,16
229,16
230,8
231,8
232,13
233,12
234,4
235,8
236,7
237,20
238,8
239,4
240,4
241,4
242,8
243,4
244,15
245,8
246,8
247,5
248,8
249,13
250,8
