node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,4
18,17
19,18
20,19
21,20
22,19
23,21
24,22
25,23
26,24
27,25
28,26
29,4
30,27
31,28
32,29
33,30
34,31
35,32
36,31
37,33
38,31
39,34
40,35
41,36
42,37
43,38
44,39
45,19
46,40
47,23
48,41
49,42
50,43
51,44
52,45
53,46
54,47
55,48
56,49
57,50
58,51
59,52
60,53
61,54
62,55
63,56
64,57
65,19
66,58
67,59
68,60
69,61
70,62
71,23
72,63
73,64
74,65
75,66
76,67
77,68
78,69
79,4
80,70
81,19
82,71
83,72
84,23
85,73
86,19
87,74
88,75
89,76
90,77
91,78
92,31
93,78
94,79
95,23
96,79
97,80
98,81
99,82
100,4
101,23
102,83
103,84
104,4
105,85
106,37
107,86
108,37
109,87
110,88
111,89
112,90
113,91
114,92
115,93
116,94
117,95
118,96
119,97
120,98
121,99
122,100
123,23
124,101
125,23
126,102
127,103
128,104
129,105
130,79
131,106
132,107
133,19
134,108
135,109
136,110
137,78
138,111
139,4
140,78
141,112
142,23
143,113
144,114
145,115
146,116
147,117
148,118
149,119
150,120
151,121
152,4
153,122
154,123
155,124
156,4
157,31
158,23
159,125
160,126
161,127
162,128
163,79
164,129
165,130
166,23
167,131
168,19
169,132
170,23
171,133
172,79
173,19
174,23
175,134
176,135
177,136
178,78
179,137
180,4
181,31
182,138
183,139
184,140
185,141
186,142
187,143
188,144
189,31
190,145
191,31
192,146
193,147
194,37
195,78
196,148
197,31
198,149
199,4
200,4
201,4
202,79
203,23
204,37
205,150
206,23
207,151
208,152
209,4
210,153
211,4
212,154
213,155
214,156
215,157
216,158
217,159
218,4
219,160
220,161
221,23
222,162
223,163
224,4
225,23
226,164
227,165
228,31
229,31
230,4
231,4
232,31
233,166
234,4
235,4
236,167
237,168
238,4
239,4
240,4
241,4
242,37
243,4
244,23
245,4
246,4
247,19
248,4
249,169
250,4
