edge_id,node1,node2
1,229,1
2,240,1
3,242,1
4,246,1
5,248,1
6,250,1
7,86,2
8,181,2
9,189,2
10,197,2
11,216,2
12,234,2
13,112,3
14,121,3
15,188,3
16,191,3
17,193,3
18,232,3
19,135,4
20,239,4
21,240,4
22,243,4
23,244,4
24,249,4
25,33,5
26,43,5
27,56,5
28,135,5
29,169,5
30,174,5
31,86,6
32,173,6
33,180,6
34,184,6
35,227,6
36,247,6
37,53,7
38,119,7
39,152,7
40,178,7
41,204,7
42,234,7
43,83,8
44,96,8
45,114,8
46,172,8
47,175,8
48,245,8
49,14,9
50,99,9
51,156,9
52,210,9
53,241,9
54,245,9
55,24,10
56,148,10
57,171,10
58,183,10
59,241,10
60,245,10
61,26,11
62,229,11
63,242,11
64,246,11
65,248,11
66,250,11
67,17,12
68,59,12
69,116,12
70,153,12
71,210,12
72,245,12
73,72,13
74,81,13
75,82,13
76,133,13
77,168,13
78,176,13
79,113,14
80,129,14
81,195,14
82,234,14
83,241,14
84,85,15
85,177,15
86,187,15
87,189,15
88,194,15
89,223,15
90,57,16
91,76,16
92,105,16
93,122,16
94,139,16
95,157,16
96,64,17
97,148,17
98,206,17
99,208,17
100,128,18
101,142,18
102,162,18
103,179,18
104,203,18
105,225,18
106,99,19
107,154,19
108,180,19
109,183,19
110,241,19
111,245,19
112,110,20
113,184,20
114,191,20
115,220,20
116,232,20
117,35,21
118,45,21
119,72,21
120,124,21
121,232,21
122,249,21
123,72,22
124,90,22
125,124,22
126,168,22
127,201,22
128,250,22
129,64,23
130,94,23
131,148,23
132,206,23
133,208,23
134,215,23
135,166,24
136,210,24
137,241,24
138,243,24
139,245,24
140,84,25
141,119,25
142,152,25
143,178,25
144,204,25
145,242,25
146,32,26
147,39,26
148,68,26
149,169,26
150,174,26
151,52,27
152,156,27
153,171,27
154,199,27
155,241,27
156,245,27
157,38,28
158,129,28
159,162,28
160,181,28
161,195,28
162,197,28
163,34,29
164,101,29
165,127,29
166,159,29
167,232,29
