node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,5
27,26
28,27
29,28
30,29
31,30
32,5
33,31
34,32
35,33
36,34
37,35
38,17
39,36
40,37
41,38
42,39
43,5
44,40
45,41
46,42
47,43
48,44
49,45
50,46
51,47
52,17
53,25
54,16
55,48
56,49
57,8
58,50
59,51
60,25
61,52
62,53
63,54
64,17
65,4
66,55
67,56
68,5
69,57
70,58
71,59
72,60
73,61
74,62
75,63
76,16
77,64
78,65
79,66
80,25
81,67
82,68
83,69
84,25
85,70
86,71
87,8
88,17
89,72
90,73
91,74
92,75
93,76
94,77
95,78
96,79
97,80
98,81
99,82
100,83
101,25
102,84
103,85
104,86
105,87
106,4
107,16
108,88
109,89
110,90
111,91
112,92
113,93
114,8
115,94
116,19
117,95
118,96
119,97
120,98
121,99
122,100
123,31
124,101
125,102
126,103
127,104
128,31
129,105
130,106
131,107
132,108
133,109
134,8
135,5
136,110
137,111
138,29
139,112
140,113
141,114
142,115
143,116
144,5
145,117
146,118
147,119
148,120
149,121
150,122
151,123
152,124
153,19
154,125
155,126
156,19
157,127
158,128
159,129
160,130
161,5
162,31
163,8
164,131
165,132
166,19
167,133
168,134
169,135
170,31
171,136
172,8
173,137
174,138
175,8
176,139
177,140
178,25
179,31
180,4
181,141
182,142
183,19
184,29
185,143
186,144
187,145
188,146
189,147
190,148
191,149
192,150
193,151
194,152
195,153
196,154
197,155
198,156
199,157
200,158
201,159
202,29
203,160
204,25
205,161
206,162
207,163
208,164
209,4
210,19
211,4
212,165
213,166
214,29
215,4
216,167
217,168
218,169
219,170
220,171
221,4
222,172
223,173
224,174
225,175
226,176
227,177
228,178
229,4
230,179
231,180
232,181
233,182
234,29
235,183
236,184
237,185
238,4
239,4
240,4
241,19
242,4
243,4
244,4
245,19
246,186
247,187
248,4
249,4
250,4
